location_id,city,state,zipcode
L16859,Pennington,VA,24277
L1686,Oakland,CA,94605
L16860,Petersburg,VA,23803
L16861,Petersburg,VA,23805
L16862,Pilot,VA,24138
L16863,Poquoson,VA,23662
L16864,Portsmouth,VA,23701
L16865,Portsmouth,VA,23702
L16866,Portsmouth,VA,23703
L16867,Portsmouth,VA,23704
L16868,Portsmouth,VA,23707
L16869,Powhatan,VA,23139
L1687,Oakland,CA,94606
L16870,Prince Geo,VA,23875
L16871,Prospect,VA,23960
L16872,Providence,VA,23140
L16873,Pulaski,VA,24301
L16874,Purcellvil,VA,20132
L16875,Quinton,VA,23141
L16876,Radford,VA,24141
L16877,Raphine,VA,24472
L16878,Rapidan,VA,22733
L16879,Reedville,VA,22539
L1688,Oakland,CA,94607
L16880,Remington,VA,22734
L16881,Reston,VA,20190
L16882,Reston,VA,20191
L16883,Reston,VA,20194
L16884,Reva,VA,22735
L16885,Rhoadesvil,VA,22542
L16886,Richlands,VA,24641
L16887,Richmond,VA,23060
L16888,Richmond,VA,23113
L16889,Richmond,VA,23219
L1689,Oakland,CA,94608
L16890,Richmond,VA,23220
L16891,Richmond,VA,23221
L16892,Richmond,VA,23222
L16893,Richmond,VA,23223
L16894,Richmond,VA,23224
L16895,Richmond,VA,23225
L16896,Richmond,VA,23226
L16897,Richmond,VA,23227
L16898,Richmond,VA,23234
L16899,Ridgeway,VA,24148
L169,Fyffe,AL,35971
L1690,Oakland,CA,94609
L16900,Rileyville,VA,22650
L16901,Riner,VA,24149
L16902,Ringgold,VA,24586
L16903,Rixeyville,VA,22737
L16904,Roanoke,VA,24012
L16905,Roanoke,VA,24013
L16906,Roanoke,VA,24014
L16907,Roanoke,VA,24015
L16908,Roanoke,VA,24017
L16909,Roanoke,VA,24018
L1691,Oakland,CA,94610
L16910,Roanoke,VA,24019
L16911,Rockville,VA,23146
L16912,Rocky Moun,VA,24151
L16913,Rose Hill,VA,24281
L16914,Roseland,VA,22967
L16915,Round Hill,VA,20141
L16916,Ruckersvil,VA,22968
L16917,Rural Retr,VA,24368
L16918,Rustburg,VA,24588
L16919,Ruther Gle,VA,22546
L1692,Oakland,CA,94612
L16920,Salem,VA,24153
L16921,Saltville,VA,24370
L16922,Saluda,VA,23149
L16923,Sandston,VA,23150
L16924,Sandy Hook,VA,23153
L16925,Schuyler,VA,22969
L16926,Scottsburg,VA,24589
L16927,Scottsvill,VA,24590
L16928,Seaford,VA,23696
L16929,Shawsville,VA,24162
L1693,Oakland,CA,94619
L16930,Shenandoah,VA,22849
L16931,Shipman,VA,22971
L16932,Smithfield,VA,23430
L16933,South Bost,VA,24592
L16934,South Hill,VA,23970
L16935,Spencer,VA,24165
L16936,Sperryvill,VA,22740
L16937,Spotsylvan,VA,22551
L16938,Spotsylvan,VA,22553
L16939,Spring Gro,VA,23881
L1694,Oakland,CA,94621
L16940,Springfiel,VA,22150
L16941,Springfiel,VA,22151
L16942,Springfiel,VA,22152
L16943,Springfiel,VA,22153
L16944,Stafford,VA,22554
L16945,Stafford,VA,22556
L16946,Stanardsvi,VA,22973
L16947,Stanley,VA,22851
L16948,Staunton,VA,24401
L16949,Stephens C,VA,22655
L1695,Oakley,CA,94561
L16950,Stephenson,VA,22656
L16951,Sterling,VA,20164
L16952,Sterling,VA,20165
L16953,Sterling,VA,20166
L16954,Strasburg,VA,22657
L16955,Stuart,VA,24171
L16956,Stuarts Dr,VA,24477
L16957,Suffolk,VA,23432
L16958,Suffolk,VA,23433
L16959,Suffolk,VA,23434
L1696,Occidental,CA,95465
L16960,Suffolk,VA,23435
L16961,Suffolk,VA,23437
L16962,Suffolk,VA,23438
L16963,Sumerduck,VA,22742
L16964,Surry,VA,23883
L16965,Sutherland,VA,23885
L16966,Swoope,VA,24479
L16967,Tappahanno,VA,22560
L16968,Tazewell,VA,24651
L16969,Thaxton,VA,24174
L1697,Oceano,CA,93445
L16970,The Plains,VA,20198
L16971,Timbervill,VA,22853
L16972,Toano,VA,23168
L16973,Toms Brook,VA,22660
L16974,Topping,VA,23169
L16975,Triangle,VA,22172
L16976,Troutdale,VA,24378
L16977,Troutville,VA,24175
L16978,Troy,VA,22974
L16979,Union Hall,VA,24176
L1698,Oceanside,CA,92054
L16980,Unionville,VA,22567
L16981,Urbanna,VA,23175
L16982,Verona,VA,24482
L16983,Victoria,VA,23974
L16984,Vienna,VA,22180
L16985,Vienna,VA,22181
L16986,Vienna,VA,22182
L16987,Vinton,VA,24179
L16988,Virginia B,VA,23451
L16989,Virginia B,VA,23452
L1699,Oceanside,CA,92056
L16990,Virginia B,VA,23453
L16991,Virginia B,VA,23454
L16992,Virginia B,VA,23455
L16993,Virginia B,VA,23456
L16994,Virginia B,VA,23457
L16995,Virginia B,VA,23462
L16996,Virginia B,VA,23464
L16997,Warrenton,VA,20186
L16998,Warrenton,VA,20187
L16999,Warsaw,VA,22572
L17,Homer,AK,99603
L170,Gadsden,AL,35901
L1700,Oceanside,CA,92057
L17000,Washington,VA,22747
L17001,Waterford,VA,20197
L17002,Waynesboro,VA,22980
L17003,Weber City,VA,24290
L17004,Weems,VA,22576
L17005,West Point,VA,23181
L17006,Weyers Cav,VA,24486
L17007,White Ston,VA,22578
L17008,Williamsbu,VA,23185
L17009,Williamsbu,VA,23188
L1701,Oceanside,CA,92058
L17010,Willis,VA,24380
L17011,Winchester,VA,22601
L17012,Winchester,VA,22602
L17013,Winchester,VA,22603
L17014,Windsor,VA,23487
L17015,Wirtz,VA,24184
L17016,Wise,VA,24293
L17017,Woodbridge,VA,22191
L17018,Woodbridge,VA,22192
L17019,Woodbridge,VA,22193
L1702,Oildale,CA,93308
L17020,Woodford,VA,22580
L17021,Woodlawn,VA,24381
L17022,Woodstock,VA,22664
L17023,Wytheville,VA,24382
L17024,Yorktown,VA,23690
L17025,Yorktown,VA,23692
L17026,Yorktown,VA,23693
L17027,Zuni,VA,23898
L17028,Alburgh,VT,5440
L17029,Bellows Fa,VT,5101
L1703,Ojai,CA,93023
L17030,Bethel,VT,5032
L17031,Browningto,VT,5860
L17032,Burke,VT,5871
L17033,Castleton,VT,5735
L17034,Clarendon,VT,5759
L17035,Danville,VT,5828
L17036,Derby,VT,5829
L17037,East Montp,VT,5651
L17038,Enosburg,VT,5450
L17039,Fairfax,VT,5454
L1704,Olivehurst,CA,95961
L17040,Fairlee,VT,5045
L17041,Ferrisburg,VT,5456
L17042,Ferrisburg,VT,5473
L17043,Franklin,VT,5457
L17044,Grand Isle,VT,5458
L17045,Hartford,VT,5001
L17046,Hartland,VT,5048
L17047,Highgate,VT,5459
L17048,Lyndon,VT,5851
L17049,Montpelier,VT,5602
L1705,Ontario,CA,91761
L17050,Moretown,VT,5660
L17051,Morristown,VT,5661
L17052,New Haven,VT,5472
L17053,Pittsford,VT,5763
L17054,Plainfield,VT,5667
L17055,Pownal,VT,5261
L17056,Proctor,VT,5765
L17057,Randolph,VT,5060
L17058,Reading,VT,5062
L17059,Rochester,VT,5767
L1706,Ontario,CA,91762
L17060,Royalton,VT,5068
L17061,Saint Alba,VT,5478
L17062,Salisbury,VT,5769
L17063,Shaftsbury,VT,5257
L17064,Shaftsbury,VT,5262
L17065,Sheldon,VT,5483
L17066,Shoreham,VT,5770
L17067,South Hero,VT,5486
L17068,St Johnsbu,VT,5819
L17069,Starksboro,VT,5487
L1707,Ontario,CA,91764
L17070,Thetford,VT,5075
L17071,Town of Ar,VT,5250
L17072,Town of Ba,VT,5641
L17073,Town of Ba,VT,5822
L17074,Town of Ba,VT,5875
L17075,Town of Be,VT,5201
L17076,Town of Br,VT,5033
L17077,Town of Br,VT,5443
L17078,Town of Br,VT,5733
L17079,Town of Ca,VT,5444
L1708,Orange,CA,92865
L17080,Town of Ca,VT,5464
L17081,Town of Fa,VT,5743
L17082,Town of Hy,VT,5655
L17083,Town of Jo,VT,5656
L17084,Town of Lu,VT,5149
L17085,Town of Ma,VT,5255
L17086,Town of Ma,VT,5658
L17087,Town of Mi,VT,5753
L17088,Town of Ne,VT,5855
L17089,Town of Ne,VT,5857
L1709,Orange,CA,92866
L17090,Town of No,VT,5663
L17091,Town of Po,VT,5764
L17092,Town of Ri,VT,5476
L17093,Town of Ru,VT,5701
L17094,Town of Sp,VT,5156
L17095,Town of Sw,VT,5488
L17096,Town of Wa,VT,5676
L17097,Town of Wa,VT,5677
L17098,Town of Wa,VT,5773
L17099,Town of We,VT,5777
L171,Gadsden,AL,35903
L1710,Orange,CA,92867
L17100,Town of Wo,VT,5091
L17101,Troy,VT,5859
L17102,Vergennes,VT,5491
L17103,Waitsfield,VT,5673
L17104,Wells,VT,5774
L17105,Williamsto,VT,5679
L17106,Windsor,VT,5089
L17107,Wolcott,VT,5680
L17108,Aberdeen,WA,98520
L17109,Addy,WA,99101
L1711,Orange,CA,92868
L17110,Airway Hei,WA,99001
L17111,Allyn,WA,98524
L17112,Amboy,WA,98601
L17113,Anacortes,WA,98221
L17114,Appleton,WA,98602
L17115,Arlington,WA,98223
L17116,Ashford,WA,98304
L17117,Asotin,WA,99402
L17118,Auburn,WA,98002
L17119,Auburn,WA,98092
L1712,Orange,CA,92869
L17120,Bainbridge,WA,98110
L17121,Barberton,WA,98686
L17122,Battle Gro,WA,98604
L17123,Belfair,WA,98528
L17124,Bellevue,WA,98004
L17125,Bellevue,WA,98005
L17126,Bellevue,WA,98006
L17127,Bellevue,WA,98007
L17128,Bellevue,WA,98008
L17129,Bellingham,WA,98225
L1713,Orange Cov,CA,93646
L17130,Bellingham,WA,98226
L17131,Bellingham,WA,98229
L17132,Benton Cit,WA,99320
L17133,Black Diam,WA,98010
L17134,Blaine,WA,98230
L17135,Bonney Lak,WA,98391
L17136,Bothell,WA,98011
L17137,Bothell,WA,98012
L17138,Bothell,WA,98021
L17139,Bow,WA,98232
L1714,Orangevale,CA,95662
L17140,Bremerton,WA,98310
L17141,Bremerton,WA,98311
L17142,Bremerton,WA,98312
L17143,Bremerton,WA,98337
L17144,Brinnon,WA,98320
L17145,Brush Prai,WA,98606
L17146,Bryn Mawr-,WA,98178
L17147,Buckley,WA,98321
L17148,Burbank,WA,99323
L17149,Burien,WA,98146
L1715,Orinda,CA,94563
L17150,Burien,WA,98148
L17151,Burien,WA,98166
L17152,Burien,WA,98168
L17153,Burlington,WA,98233
L17154,Camano Isl,WA,98282
L17155,Camas,WA,98607
L17156,Carlton,WA,98814
L17157,Carnation,WA,98014
L17158,Carson,WA,98610
L17159,Cashmere,WA,98815
L1716,Orland,CA,95963
L17160,Castle Roc,WA,98611
L17161,Cathlamet,WA,98612
L17162,Centervill,WA,98673
L17163,Centralia,WA,98531
L17164,Chattaroy,WA,99003
L17165,Chehalis,WA,98532
L17166,Cheney,WA,99004
L17167,Chewelah,WA,99109
L17168,Chimacum,WA,98325
L17169,Clarkston,WA,99403
L1717,Orosi,CA,93647
L17170,Clayton,WA,99110
L17171,Cle Elum,WA,98922
L17172,Clinton,WA,98236
L17173,Colbert,WA,99005
L17174,Colfax,WA,99111
L17175,College Pl,WA,99324
L17176,Colville,WA,99114
L17177,Concrete,WA,98237
L17178,Coulee Dam,WA,99116
L17179,Coupeville,WA,98239
L1718,Oroville,CA,95965
L17180,Covington,WA,98042
L17181,Custer,WA,98240
L17182,Dallesport,WA,98617
L17183,Darrington,WA,98241
L17184,Davenport,WA,99122
L17185,Dayton,WA,99328
L17186,Deer Park,WA,99006
L17187,Deming,WA,98244
L17188,Des Moines,WA,98198
L17189,Dupont,WA,98327
L1719,Oroville,CA,95966
L17190,Duvall,WA,98019
L17191,East Hill-,WA,98031
L17192,East Wenat,WA,98802
L17193,Eastsound,WA,98245
L17194,Eastsound,WA,98261
L17195,Eatonville,WA,98328
L17196,Edmonds,WA,98020
L17197,Edmonds,WA,98026
L17198,Electric C,WA,99123
L17199,Elk,WA,99009
L172,Gadsden,AL,35904
L1720,Oxnard,CA,93030
L17200,Ellensburg,WA,98926
L17201,Elma,WA,98541
L17202,Enumclaw,WA,98022
L17203,Ephrata,WA,98823
L17204,Everett,WA,98201
L17205,Everett,WA,98203
L17206,Everson,WA,98247
L17207,Fairwood,WA,99218
L17208,Fall City,WA,98024
L17209,Federal Wa,WA,98003
L1721,Oxnard,CA,93033
L17210,Federal Wa,WA,98023
L17211,Ferndale,WA,98248
L17212,Fife,WA,98424
L17213,Five Corne,WA,98662
L17214,Forks,WA,98331
L17215,Fox Island,WA,98333
L17216,Freeland,WA,98249
L17217,Friday Har,WA,98250
L17218,Gig Harbor,WA,98329
L17219,Gig Harbor,WA,98332
L1722,Oxnard,CA,93035
L17220,Gig Harbor,WA,98335
L17221,Gold Bar,WA,98251
L17222,Goldendale,WA,98620
L17223,Graham,WA,98338
L17224,Grand Coul,WA,99133
L17225,Grandview,WA,98930
L17226,Granger,WA,98932
L17227,Granite Fa,WA,98252
L17228,Grapeview,WA,98546
L17229,Greenbank,WA,98253
L1723,Oxnard,CA,93036
L17230,Hansville,WA,98340
L17231,Hazel Dell,WA,98665
L17232,Hoodsport,WA,98548
L17233,Hoquiam,WA,98550
L17234,Humptulips,WA,98552
L17235,Indianola,WA,98342
L17236,Issaquah,WA,98027
L17237,Issaquah,WA,98029
L17238,Kalama,WA,98625
L17239,Kelso,WA,98626
L1724,Pacific Gr,CA,93950
L17240,Kenmore,WA,98028
L17241,Kennewick,WA,99336
L17242,Kennewick,WA,99337
L17243,Kennewick,WA,99338
L17244,Kent,WA,98030
L17245,Kent,WA,98032
L17246,Kettle Fal,WA,99141
L17247,Kingston,WA,98346
L17248,Kirkland,WA,98033
L17249,Kirkland,WA,98034
L1725,Pacifica,CA,94044
L17250,La Center,WA,98629
L17251,La Conner,WA,98257
L17252,La Crosse,WA,99143
L17253,Lacey,WA,98503
L17254,Lacey,WA,98516
L17255,Lake Steve,WA,98258
L17256,Lakebay,WA,98349
L17257,Lakeland N,WA,98001
L17258,Lakewood,WA,98498
L17259,Lakewood,WA,98499
L1726,Palm Deser,CA,92211
L17260,Langley,WA,98260
L17261,Liberty La,WA,99019
L17262,Longbranch,WA,98351
L17263,Longview,WA,98632
L17264,Loomis,WA,98827
L17265,Loon Lake,WA,99148
L17266,Lummi Isla,WA,98262
L17267,Lyle,WA,98628
L17268,Lynden,WA,98264
L17269,Lynnwood,WA,98036
L1727,Palm Deser,CA,92260
L17270,Lynnwood,WA,98037
L17271,Mabton,WA,98935
L17272,Malaga,WA,98828
L17273,Maple Fall,WA,98266
L17274,Maple Vall,WA,98038
L17275,Marblemoun,WA,98267
L17276,Marysville,WA,98270
L17277,Marysville,WA,98271
L17278,Mattawa,WA,99349
L17279,Mazama,WA,98833
L1728,Palm Sprin,CA,92262
L17280,McCleary,WA,98557
L17281,Mead,WA,99021
L17282,Medical La,WA,99022
L17283,Mercer Isl,WA,98040
L17284,Metaline F,WA,99153
L17285,Milton,WA,98354
L17286,Moclips,WA,98562
L17287,Monroe,WA,98272
L17288,Montesano,WA,98563
L17289,Moses Lake,WA,98837
L1729,Palm Sprin,CA,92264
L17290,Mossyrock,WA,98564
L17291,Mount Vern,WA,98273
L17292,Mount Vern,WA,98274
L17293,Mountlake ,WA,98043
L17294,Moxee,WA,98936
L17295,Mukilteo,WA,98275
L17296,Naches,WA,98937
L17297,Newman Lak,WA,99025
L17298,Newport,WA,99156
L17299,Nine Mile ,WA,99026
L173,Gardendale,AL,35071
L1730,Palmdale,CA,93550
L17300,Nisqually ,WA,98513
L17301,Nordland,WA,98358
L17302,North Bend,WA,98045
L17303,Oak Harbor,WA,98277
L17304,Ocean Park,WA,98640
L17305,Ocean Shor,WA,98569
L17306,Okanogan,WA,98840
L17307,Olalla,WA,98359
L17308,Olympia,WA,98501
L17309,Olympia,WA,98502
L1731,Palmdale,CA,93551
L17310,Olympia,WA,98506
L17311,Omak,WA,98841
L17312,Onalaska,WA,98570
L17313,Oroville,WA,98844
L17314,Orting,WA,98360
L17315,Othello,WA,99344
L17316,Otis Orcha,WA,99027
L17317,Pacific,WA,98047
L17318,Paine Fiel,WA,98204
L17319,Parkland,WA,98444
L1732,Palmdale,CA,93552
L17320,Parkland,WA,98445
L17321,Pasco,WA,99301
L17322,Pateros,WA,98846
L17323,Peshastin,WA,98847
L17324,Picnic Poi,WA,98087
L17325,Port Angel,WA,98362
L17326,Port Angel,WA,98363
L17327,Port Hadlo,WA,98339
L17328,Port Ludlo,WA,98365
L17329,Port Orcha,WA,98366
L1733,Palmdale,CA,93591
L17330,Port Orcha,WA,98367
L17331,Port Towns,WA,98368
L17332,Poulsbo,WA,98370
L17333,Prosser,WA,99350
L17334,Pullman,WA,99163
L17335,Puyallup,WA,98303
L17336,Puyallup,WA,98371
L17337,Puyallup,WA,98372
L17338,Quilcene,WA,98376
L17339,Quincy,WA,98848
L1734,Palo Alto,CA,94025
L17340,Rainier,WA,98576
L17341,Randle,WA,98377
L17342,Ravensdale,WA,98051
L17343,Raymond,WA,98577
L17344,Redmond,WA,98052
L17345,Redmond,WA,98053
L17346,Renton,WA,98055
L17347,Renton,WA,98056
L17348,Renton,WA,98057
L17349,Renton,WA,98058
L1735,Palo Alto,CA,94301
L17350,Renton,WA,98059
L17351,Republic,WA,99166
L17352,Richland,WA,99352
L17353,Richland,WA,99354
L17354,Ridgefield,WA,98642
L17355,Ritzville,WA,99169
L17356,Rochester,WA,98579
L17357,Roslyn,WA,98941
L17358,Roy,WA,98580
L17359,Salmon Cre,WA,98685
L1736,Palo Alto,CA,94303
L17360,Sammamish,WA,98074
L17361,Sammamish,WA,98075
L17362,Seabeck,WA,98380
L17363,Seatac,WA,98188
L17364,Seattle,WA,98101
L17365,Seattle,WA,98102
L17366,Seattle,WA,98103
L17367,Seattle,WA,98104
L17368,Seattle,WA,98105
L17369,Seattle,WA,98106
L1737,Palo Alto,CA,94305
L17370,Seattle,WA,98107
L17371,Seattle,WA,98108
L17372,Seattle,WA,98109
L17373,Seattle,WA,98112
L17374,Seattle,WA,98115
L17375,Seattle,WA,98116
L17376,Seattle,WA,98117
L17377,Seattle,WA,98118
L17378,Seattle,WA,98119
L17379,Seattle,WA,98121
L1738,Palo Alto,CA,94306
L17380,Seattle,WA,98122
L17381,Seattle,WA,98125
L17382,Seattle,WA,98126
L17383,Seattle,WA,98136
L17384,Seattle,WA,98144
L17385,Seattle,WA,98199
L17386,Seattle Hi,WA,98208
L17387,Sedro-Wool,WA,98284
L17388,Selah,WA,98942
L17389,Sequim,WA,98382
L1739,Palo Cedro,CA,96073
L17390,Shelton,WA,98584
L17391,Shoreline,WA,98133
L17392,Shoreline,WA,98155
L17393,Shoreline,WA,98177
L17394,Silverdale,WA,98383
L17395,Silverlake,WA,98645
L17396,Snohomish,WA,98290
L17397,Snohomish,WA,98296
L17398,Snoqualmie,WA,98065
L17399,Soap Lake,WA,98851
L174,Gaylesvill,AL,35973
L1740,Palos Verd,CA,90274
L17400,South Hill,WA,98373
L17401,South Hill,WA,98374
L17402,South Hill,WA,98375
L17403,Spanaway,WA,98387
L17404,Spokane,WA,99201
L17405,Spokane,WA,99202
L17406,Spokane,WA,99203
L17407,Spokane,WA,99204
L17408,Spokane,WA,99205
L17409,Spokane,WA,99207
L1741,Paradise,CA,95969
L17410,Spokane,WA,99208
L17411,Spokane,WA,99217
L17412,Spokane,WA,99223
L17413,Spokane,WA,99224
L17414,Spokane Va,WA,99016
L17415,Spokane Va,WA,99037
L17416,Spokane Va,WA,99206
L17417,Spokane Va,WA,99212
L17418,Spokane Va,WA,99216
L17419,Springdale,WA,99173
L1742,Paramount,CA,90723
L17420,Stanwood,WA,98292
L17421,Steilacoom,WA,98388
L17422,Stevenson,WA,98648
L17423,Sultan,WA,98294
L17424,Sumas,WA,98295
L17425,Summit,WA,98446
L17426,Sumner,WA,98390
L17427,Sunnyside,WA,98944
L17428,Suquamish,WA,98392
L17429,Tacoma,WA,98402
L1743,Parlier,CA,93648
L17430,Tacoma,WA,98403
L17431,Tacoma,WA,98404
L17432,Tacoma,WA,98405
L17433,Tacoma,WA,98406
L17434,Tacoma,WA,98407
L17435,Tacoma,WA,98408
L17436,Tacoma,WA,98409
L17437,Tacoma,WA,98418
L17438,Tacoma,WA,98422
L17439,Tacoma,WA,98465
L1744,Pasadena,CA,91101
L17440,Tahuya,WA,98588
L17441,Tenino,WA,98589
L17442,Tieton,WA,98947
L17443,Toledo,WA,98591
L17444,Tonasket,WA,98855
L17445,Toppenish,WA,98948
L17446,Trout Lake,WA,98650
L17447,Tumwater,WA,98512
L17448,Union,WA,98592
L17449,University,WA,98466
L1745,Pasadena,CA,91103
L17450,University,WA,98467
L17451,Valley,WA,99181
L17452,Vancouver,WA,98660
L17453,Vancouver,WA,98661
L17454,Vancouver,WA,98663
L17455,Vancouver,WA,98664
L17456,Vancouver,WA,98682
L17457,Vancouver,WA,98683
L17458,Vancouver,WA,98684
L17459,Vashon,WA,98070
L1746,Pasadena,CA,91104
L17460,Walla Wall,WA,99362
L17461,Waller,WA,98443
L17462,Wapato,WA,98951
L17463,Warden,WA,98857
L17464,Washougal,WA,98671
L17465,Waterville,WA,98858
L17466,Wauconda,WA,98859
L17467,Wenatchee,WA,98801
L17468,West Richl,WA,99353
L17469,Westport,WA,98595
L1747,Pasadena,CA,91105
L17470,White Salm,WA,98672
L17471,Wilbur,WA,99185
L17472,Winlock,WA,98596
L17473,Woodinvill,WA,98072
L17474,Woodinvill,WA,98077
L17475,Woodland,WA,98674
L17476,Yacolt,WA,98675
L17477,Yakima,WA,98901
L17478,Yakima,WA,98902
L17479,Yakima,WA,98903
L1748,Pasadena,CA,91106
L17480,Yakima,WA,98908
L17481,Yelm,WA,98597
L17482,Zillah,WA,98953
L17483,Abbotsford,WI,54405
L17484,Abrams,WI,54101
L17485,Adams,WI,53910
L17486,Addison,WI,53002
L17487,Albany,WI,53502
L17488,Algoma,WI,54201
L17489,Allouez,WI,54301
L1749,Pasadena,CA,91107
L17490,Altoona,WI,54720
L17491,Amery,WI,54001
L17492,Antigo,WI,54409
L17493,Appleton,WI,54911
L17494,Appleton,WI,54913
L17495,Appleton,WI,54914
L17496,Appleton,WI,54915
L17497,Arcadia,WI,54612
L17498,Arena,WI,53503
L17499,Argonne,WI,54511
L175,Geneva,AL,36340
L1750,Paso Roble,CA,93446
L17500,Argyle,WI,53504
L17501,Arkdale,WI,54613
L17502,Arlington,WI,53911
L17503,Arpin,WI,54410
L17504,Ashland,WI,54806
L17505,Athelstane,WI,54104
L17506,Athens,WI,54411
L17507,Auburndale,WI,54412
L17508,Augusta,WI,54722
L17509,Baldwin,WI,54002
L1751,Patterson,CA,95363
L17510,Balsam Lak,WI,54810
L17511,Bangor,WI,54614
L17512,Baraboo,WI,53913
L17513,Barneveld,WI,53507
L17514,Barron,WI,54812
L17515,Bayfield,WI,54814
L17516,Beaver Dam,WI,53916
L17517,Belleville,WI,53508
L17518,Berlin,WI,54923
L17519,Birchwood,WI,54817
L1752,Pauma Vall,CA,92061
L17520,Birnamwood,WI,54414
L17521,Black Rive,WI,54615
L17522,Blair,WI,54616
L17523,Blanchardv,WI,53516
L17524,Bloomer,WI,54724
L17525,Bonduel,WI,54107
L17526,Boscobel,WI,53805
L17527,Bovina,WI,54170
L17528,Boyceville,WI,54725
L17529,Boyd,WI,54726
L1753,Pearblosso,CA,93553
L17530,Brandon,WI,53919
L17531,Briggsvill,WI,53920
L17532,Bristol,WI,53104
L17533,Brodhead,WI,53520
L17534,Brookfield,WI,53005
L17535,Brookfield,WI,53045
L17536,Brooklyn,WI,53521
L17537,Brownsvill,WI,53006
L17538,Bruce,WI,54819
L17539,Buffalo Ci,WI,54622
L1754,Penn Valle,CA,95946
L17540,Butler,WI,53007
L17541,Butternut,WI,54514
L17542,Cable,WI,54821
L17543,Cadott,WI,54727
L17544,Caledonia,WI,53108
L17545,Caledonia,WI,53126
L17546,Caledonia,WI,53402
L17547,Cambria,WI,53923
L17548,Cameron,WI,54822
L17549,Camp Dougl,WI,54618
L1755,Penngrove,CA,94951
L17550,Camp Lake,WI,53179
L17551,Campbellsp,WI,53010
L17552,Casco,WI,54205
L17553,Cashton,WI,54619
L17554,Cecil,WI,54111
L17555,Cedar Grov,WI,53013
L17556,Centuria,WI,54824
L17557,Chetek,WI,54728
L17558,Chippewa F,WI,54729
L17559,Clayton,WI,54004
L1756,Perris,CA,92570
L17560,Clear Lake,WI,54005
L17561,Cleveland,WI,53015
L17562,Clintonvil,WI,54929
L17563,Colby,WI,54421
L17564,Coleman,WI,54112
L17565,Colfax,WI,54730
L17566,Columbus,WI,53925
L17567,Combined L,WI,54113
L17568,Conover,WI,54519
L17569,Coon Valle,WI,54623
L1757,Perris,CA,92571
L17570,Cornell,WI,54732
L17571,Crandon,WI,54520
L17572,Crivitz,WI,54114
L17573,Cuba City,WI,53807
L17574,Cuba City,WI,53812
L17575,Cudahy,WI,53110
L17576,Cumberland,WI,54829
L17577,Danbury,WI,54830
L17578,Darlington,WI,53530
L17579,De Forest,WI,53532
L1758,Petaluma,CA,94952
L17580,Deer Park,WI,54007
L17581,Deerbrook,WI,54424
L17582,Dodgeville,WI,53533
L17583,Dorchester,WI,54425
L17584,Dresser,WI,54009
L17585,Drummond,WI,54832
L17586,Durand,WI,54736
L17587,Eagle Lake,WI,53139
L17588,Eagle Rive,WI,54521
L17589,Eau Claire,WI,54703
L1759,Petaluma,CA,94954
L17590,Eden,WI,53019
L17591,Edgar,WI,54426
L17592,Edgerton,WI,53534
L17593,Eland,WI,54427
L17594,Eleva,WI,54738
L17595,Elk Mound,WI,54739
L17596,Elkhart La,WI,53020
L17597,Elkhorn,WI,53121
L17598,Ellsworth,WI,54011
L17599,Elm Grove,WI,53122
L176,Georgiana,AL,36033
L1760,Phelan,CA,92371
L17600,Elmwood,WI,54740
L17601,Elroy,WI,53929
L17602,Endeavor,WI,53930
L17603,Ettrick,WI,54627
L17604,Evansville,WI,53536
L17605,Fairchild,WI,54741
L17606,Fall Creek,WI,54742
L17607,Fall River,WI,53932
L17608,Fennimore,WI,53809
L17609,Fifield,WI,54524
L1761,Pico River,CA,90660
L17610,Florence,WI,54121
L17611,Fond du La,WI,54935
L17612,Fontana,WI,53125
L17613,Fort Atkin,WI,53538
L17614,Fountain C,WI,54629
L17615,Fox Lake,WI,53933
L17616,Franklin,WI,53132
L17617,Frederic,WI,54837
L17618,Friendship,WI,53934
L17619,Galesville,WI,54630
L1762,Pine Grove,CA,95665
L17620,Gillett,WI,54124
L17621,Glenwood C,WI,54013
L17622,Gordon,WI,54838
L17623,Grand Mars,WI,53936
L17624,Granton,WI,54436
L17625,Grantsburg,WI,54840
L17626,Green Bay,WI,54302
L17627,Green Bay,WI,54303
L17628,Green Bay,WI,54304
L17629,Green Lake,WI,54941
L1763,Pinole,CA,94564
L17630,Greenbush,WI,53023
L17631,Greenfield,WI,53220
L17632,Greenfield,WI,53228
L17633,Greenville,WI,54942
L17634,Greenwood,WI,54437
L17635,Gresham,WI,54128
L17636,Hager City,WI,54014
L17637,Hammond,WI,54015
L17638,Hancock,WI,54943
L17639,Harshaw,WI,54529
L1764,Pinon Hill,CA,92372
L17640,Hatley,WI,54440
L17641,Hayward,WI,54843
L17642,Hazel Gree,WI,53811
L17643,Hazelhurst,WI,54531
L17644,Helenville,WI,53137
L17645,Herbster,WI,54844
L17646,Highland,WI,53543
L17647,Hilbert,WI,54129
L17648,Hillsboro,WI,54634
L17649,Hixton,WI,54635
L1765,Pioneer,CA,95666
L17650,Holcombe,WI,54745
L17651,Holmen,WI,54636
L17652,Horicon,WI,53032
L17653,Hortonvill,WI,54944
L17654,Houlton,WI,54082
L17655,Hudson,WI,54016
L17656,Hurley,WI,54534
L17657,Hustisford,WI,53034
L17658,Independen,WI,54747
L17659,Iola,WI,54945
L1766,Pismo Beac,CA,93449
